CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP
0.4788732911283288,0.46828847540279483,0.9703694822646447,-0.37863520017773916,0.5974842839901727,-0.4581745282622191
-0.9384082505313156,-0.11318413862909564,-1.0926343546653468,-0.37863520017773916,-0.5642196343461802,-0.5314785161739569
-1.0231010784176062,0.02225928150684684,-1.1738349976933415,-0.37863520017773916,-0.5642196343461802,-0.5314785161739569
0.17053846460480246,-0.694656752660986,0.4527153829611783,1.2742530775212375,-0.5642196343461802,-0.21103536901693162
-1.0641241669250285,0.4636180126394865,-1.1002469149492213,-0.37863520017773916,-0.5642196343461802,-0.15588284477857653
0.428586924570844,-0.694656752660986,2.2416670496716877,-0.37863520017773916,-0.5642196343461802,-0.9796800422628684
0.37168393083474227,-1.4676183399885192,-0.5851303357403798,-0.37863520017773916,-0.5642196343461802,0.5813458336480443
0.13480867784027342,-1.4676183399885192,-0.9023203475684842,1.2742530775212375,-0.5642196343461802,0.5178157107912047
-0.36805498773457707,-0.302337880543084,-0.7703693026479926,-0.37863520017773916,-0.5642196343461802,0.5813458336480443
-0.08486334448979281,-1.1546973348468592,-0.8718701064329861,-0.37863520017773916,-0.5642196343461802,-0.3618321441496494
-0.6525699564150851,-1.1546973348468592,-1.1433847565578437,-0.37863520017773916,-0.5642196343461802,-0.23756443130879867
-0.2251358406764615,-0.9468617418796375,-0.8642575461491117,-0.37863520017773916,-0.5642196343461802,-0.3618321441496494
-0.5109741347926926,-0.9468617418796375,-0.9251580284201075,1.2742530775212375,-0.5642196343461802,-0.23756443130879867
-0.08486334448979281,-1.1546973348468592,-0.14360183927565784,-0.37863520017773916,-0.5642196343461802,-0.1747324416701662
-0.10471322602564234,-0.694656752660986,-0.057326156058413916,-0.37863520017773916,0.5974842839901727,-0.7876934072559361
-1.0217777529818832,-0.8814752631933204,-0.45571681091451266,-0.37863520017773916,-0.5642196343461802,-1.3727290441134246
-0.08486334448979281,-1.1546973348468592,0.07208736876745311,-0.37863520017773916,-0.5642196343461802,-0.635500365686804
0.15333523394039922,-0.159888766262179,1.2368090922002524,-0.37863520017773916,-0.5642196343461802,-1.5528474144108377
0.16656848829763243,-0.4120937554808304,3.563715018971227,-0.37863520017773916,-0.5642196343461802,-0.6997286217618506
0.18244839352631192,-0.5218496304185768,-0.22480248230365268,1.2742530775212375,-0.5642196343461802,-0.21103536901693162
